"spp","site","n_trees","n_crop","prop_crop","max_crop_dbh","mean_crop_dbh","dbh_50pct","effective_dbh_threshold","scenario","factor_type","factor_value","base_dbh","base_prop_crop","base_mean_crop_dbh","dbh_shift","dbh_pct_change","prop_crop_change","mean_crop_dbh_shift"
"PB","richnhw",912,42,0.0460526315789474,17,14.0714285714286,28,28,"price_0.5","price",0.5,28,0.152412280701754,13.568345323741,0,0,-0.106359649122807,0.503083247687565
"RM","clayplain",912,263,0.288377192982456,19,13.2737642585551,10,10,"price_0.5","price",0.5,10,0.341008771929825,13.1768488745981,0,0,-0.0526315789473684,0.0969153839570627
"RM","granitictill",912,211,0.231359649122807,19,13.7203791469194,12,12,"price_0.5","price",0.5,10,0.330043859649123,13.328903654485,2,20,-0.0986842105263158,0.391475492434381
"RM","mountaintill",912,175,0.191885964912281,20,14.4914285714286,28,28,"price_0.5","price",0.5,10,0.316885964912281,13.8304498269896,18,180,-0.125,0.660978744438951
"RM","richnhw",912,152,0.166666666666667,19,14.4013157894737,28,28,"price_0.5","price",0.5,10,0.308114035087719,13.7580071174377,18,180,-0.141447368421053,0.643308672035962
"SO","clayplain",912,284,0.31140350877193,20,13.0598591549296,10,10,"price_0.5","price",0.5,10,0.350877192982456,13.06875,0,0,-0.0394736842105263,-0.0088908450704217
"SO","granitictill",912,267,0.292763157894737,19,13.4157303370787,10,10,"price_0.5","price",0.5,10,0.361842105263158,13.3212121212121,0,0,-0.0690789473684211,0.0945182158665308
"SO","mountaintill",912,224,0.245614035087719,21,14.0178571428571,13,13,"price_0.5","price",0.5,10,0.359649122807018,13.6707317073171,3,30,-0.114035087719298,0.34712543554007
"SO","richnhw",912,205,0.224780701754386,20,13.8926829268293,14,14,"price_0.5","price",0.5,10,0.351973684210526,13.5015576323988,4,40,-0.12719298245614,0.391125294430514
"WO","clayplain",912,371,0.406798245614035,20,13.733153638814,10,10,"price_0.5","price",0.5,10,0.425438596491228,13.7809278350515,0,0,-0.018640350877193,-0.0477741962375298
"WO","granitictill",912,373,0.408991228070175,21,13.9785522788204,10,10,"price_0.5","price",0.5,10,0.444078947368421,14.0148148148148,0,0,-0.0350877192982456,-0.0362625359944388
"WO","mountaintill",912,342,0.375,21,14.1374269005848,10,10,"price_0.5","price",0.5,10,0.43859649122807,14.0725,0,0,-0.0635964912280702,0.0649269005847959
"WO","richnhw",912,323,0.354166666666667,20,14.046439628483,10,10,"price_0.5","price",0.5,10,0.427631578947368,14,0,0,-0.0734649122807017,0.0464396284829718
"WP","clayplain",912,6,0.00657894736842105,11,10.5,28,28,"price_0.5","price",0.5,28,0.0197368421052632,10.1666666666667,0,0,-0.0131578947368421,0.333333333333334
"WP","granitictill",912,0,0,NA,NA,NA,0,"price_0.5","price",0.5,28,0.00328947368421053,10,-28,-100,-0.00328947368421053,NA
"WP","mountaintill",912,0,0,NA,NA,NA,0,"price_0.5","price",0.5,0,0,NA,0,NA,0,NA
"WP","richnhw",912,0,0,NA,NA,NA,0,"price_0.5","price",0.5,0,0,NA,0,NA,0,NA
"YB","clayplain",342,232,0.678362573099415,24,16,10,10,"price_0.5","price",0.5,10,0.684210526315789,16.0598290598291,0,0,-0.00584795321637432,-0.0598290598290596
"YB","granitictill",342,172,0.502923976608187,20,14.4244186046512,10,10,"price_0.5","price",0.5,10,0.526315789473684,14.6388888888889,0,0,-0.0233918128654971,-0.214470284237727
"YB","mountaintill",342,172,0.502923976608187,21,14.5697674418605,10,10,"price_0.5","price",0.5,10,0.532163742690059,14.7252747252747,0,0,-0.0292397660818714,-0.155507283414259
"YB","richnhw",342,234,0.684210526315789,24,16.0512820512821,10,10,"price_0.5","price",0.5,10,0.713450292397661,16.3401639344262,0,0,-0.0292397660818713,-0.288881883144178
"BM","clayplain",912,224,0.245614035087719,17,12.3392857142857,10,10,"price_0.75","price",0.75,10,0.256578947368421,12.3034188034188,0,0,-0.0109649122807018,0.0358669108669094
"BM","granitictill",912,194,0.212719298245614,18,12.4484536082474,10,10,"price_0.75","price",0.75,10,0.235745614035088,12.4511627906977,0,0,-0.0230263157894737,-0.00270918245025165
"BM","mountaintill",912,200,0.219298245614035,17,12.75,10,10,"price_0.75","price",0.75,10,0.25219298245614,12.6608695652174,0,0,-0.0328947368421053,0.089130434782609
"BM","richnhw",912,188,0.206140350877193,17,12.9414893617021,10,10,"price_0.75","price",0.75,10,0.239035087719298,12.8256880733945,0,0,-0.0328947368421053,0.115801288307633
"PB","clayplain",912,155,0.169956140350877,17,12.6516129032258,11,11,"price_0.75","price",0.75,10,0.200657894736842,12.5464480874317,1,10,-0.0307017543859649,0.105164815794113
"PB","granitictill",912,147,0.161184210526316,19,13.2176870748299,28,28,"price_0.75","price",0.75,11,0.191885964912281,13.0342857142857,17,154.545454545455,-0.0307017543859649,0.183401360544218
"PB","mountaintill",912,109,0.119517543859649,19,13.9908256880734,28,28,"price_0.75","price",0.75,28,0.161184210526316,13.5646258503401,0,0,-0.0416666666666667,0.426199837733259
"PB","richnhw",912,94,0.103070175438596,17,13.7234042553191,28,28,"price_0.75","price",0.75,28,0.152412280701754,13.568345323741,0,0,-0.0493421052631579,0.155058931578143
"RM","clayplain",912,301,0.330043859649123,19,13.1926910299003,10,10,"price_0.75","price",0.75,10,0.341008771929825,13.1768488745981,0,0,-0.0109649122807017,0.0158421553022627
"RM","granitictill",912,269,0.294956140350877,19,13.4312267657993,10,10,"price_0.75","price",0.75,10,0.330043859649123,13.328903654485,0,0,-0.0350877192982456,0.102323111314206
"RM","mountaintill",912,243,0.266447368421053,20,14.037037037037,12,12,"price_0.75","price",0.75,10,0.316885964912281,13.8304498269896,2,20,-0.0504385964912281,0.206587210047417
"RM","richnhw",912,231,0.253289473684211,19,13.95670995671,13,13,"price_0.75","price",0.75,10,0.308114035087719,13.7580071174377,3,30,-0.0548245614035088,0.198702839272235
"SO","clayplain",912,311,0.341008771929825,20,13.0385852090032,10,10,"price_0.75","price",0.75,10,0.350877192982456,13.06875,0,0,-0.00986842105263158,-0.0301647909967837
"SO","granitictill",912,311,0.341008771929825,20,13.3408360128617,10,10,"price_0.75","price",0.75,10,0.361842105263158,13.3212121212121,0,0,-0.0208333333333334,0.0196238916496156
"SO","mountaintill",912,293,0.321271929824561,21,13.7679180887372,10,10,"price_0.75","price",0.75,10,0.359649122807018,13.6707317073171,0,0,-0.0383771929824561,0.0971863814201281
"SO","richnhw",912,286,0.31359649122807,20,13.6223776223776,10,10,"price_0.75","price",0.75,10,0.351973684210526,13.5015576323988,0,0,-0.0383771929824562,0.120819989978868
"WO","clayplain",912,382,0.418859649122807,20,13.761780104712,10,10,"price_0.75","price",0.75,10,0.425438596491228,13.7809278350515,0,0,-0.00657894736842102,-0.0191477303395047
"WO","granitictill",912,400,0.43859649122807,21,14.0175,10,10,"price_0.75","price",0.75,10,0.444078947368421,14.0148148148148,0,0,-0.00548245614035092,0.0026851851851859
"WO","mountaintill",912,380,0.416666666666667,21,14.0947368421053,10,10,"price_0.75","price",0.75,10,0.43859649122807,14.0725,0,0,-0.0219298245614035,0.0222368421052632
"WO","richnhw",912,364,0.399122807017544,20,14,10,10,"price_0.75","price",0.75,10,0.427631578947368,14,0,0,-0.0285087719298245,0
"WP","clayplain",912,18,0.0197368421052632,11,10.1666666666667,28,28,"price_0.75","price",0.75,28,0.0197368421052632,10.1666666666667,0,0,0,0
"WP","granitictill",912,0,0,NA,NA,NA,0,"price_0.75","price",0.75,28,0.00328947368421053,10,-28,-100,-0.00328947368421053,NA
"WP","mountaintill",912,0,0,NA,NA,NA,0,"price_0.75","price",0.75,0,0,NA,0,NA,0,NA
"WP","richnhw",912,0,0,NA,NA,NA,0,"price_0.75","price",0.75,0,0,NA,0,NA,0,NA
"YB","clayplain",342,233,0.681286549707602,24,16.0257510729614,10,10,"price_0.75","price",0.75,10,0.684210526315789,16.0598290598291,0,0,-0.00292397660818711,-0.0340779868676861
"YB","granitictill",342,178,0.52046783625731,21,14.6011235955056,10,10,"price_0.75","price",0.75,10,0.526315789473684,14.6388888888889,0,0,-0.00584795321637421,-0.0377652933832717
"YB","mountaintill",342,181,0.529239766081871,21,14.7237569060773,10,10,"price_0.75","price",0.75,10,0.532163742690059,14.7252747252747,0,0,-0.00292397660818711,-0.00151781919737637
"YB","richnhw",342,241,0.704678362573099,24,16.2448132780083,10,10,"price_0.75","price",0.75,10,0.713450292397661,16.3401639344262,0,0,-0.00877192982456132,-0.0953506564179314
"BM","clayplain",912,239,0.262061403508772,17,12.3054393305439,10,10,"price_1.5","price",1.5,10,0.256578947368421,12.3034188034188,0,0,0.00548245614035087,0.00202052712512923
"BM","granitictill",912,232,0.254385964912281,18,12.4310344827586,10,10,"price_1.5","price",1.5,10,0.235745614035088,12.4511627906977,0,0,0.018640350877193,-0.0201283079390535
"BM","mountaintill",912,246,0.269736842105263,17,12.6463414634146,10,10,"price_1.5","price",1.5,10,0.25219298245614,12.6608695652174,0,0,0.0175438596491228,-0.0145281018027568
"BM","richnhw",912,251,0.275219298245614,18,12.7729083665339,10,10,"price_1.5","price",1.5,10,0.239035087719298,12.8256880733945,0,0,0.0361842105263158,-0.0527797068606315
"PB","clayplain",912,214,0.234649122807018,17,12.4953271028037,10,10,"price_1.5","price",1.5,10,0.200657894736842,12.5464480874317,0,0,0.0339912280701754,-0.0511209846279552
"PB","granitictill",912,210,0.230263157894737,19,12.8380952380952,10,10,"price_1.5","price",1.5,11,0.191885964912281,13.0342857142857,-1,-9.09090909090909,0.0383771929824561,-0.196190476190475
"PB","mountaintill",912,189,0.207236842105263,19,13.2486772486772,11,11,"price_1.5","price",1.5,28,0.161184210526316,13.5646258503401,-17,-60.7142857142857,0.0460526315789474,-0.315948601662887
"PB","richnhw",912,188,0.206140350877193,18,13.186170212766,12,12,"price_1.5","price",1.5,28,0.152412280701754,13.568345323741,-16,-57.1428571428571,0.0537280701754386,-0.38217511097505
"RM","clayplain",912,325,0.356359649122807,19,13.2092307692308,10,10,"price_1.5","price",1.5,10,0.341008771929825,13.1768488745981,0,0,0.0153508771929825,0.0323818946326995
"RM","granitictill",912,324,0.355263157894737,19,13.3395061728395,10,10,"price_1.5","price",1.5,10,0.330043859649123,13.328903654485,0,0,0.025219298245614,0.0106025183544567
"RM","mountaintill",912,334,0.366228070175439,20,13.6706586826347,10,10,"price_1.5","price",1.5,10,0.316885964912281,13.8304498269896,0,0,0.0493421052631579,-0.159791144354889
"RM","richnhw",912,335,0.367324561403509,20,13.7044776119403,10,10,"price_1.5","price",1.5,10,0.308114035087719,13.7580071174377,0,0,0.0592105263157895,-0.0535295054974245
"SO","clayplain",912,328,0.359649122807018,20,13.125,10,10,"price_1.5","price",1.5,10,0.350877192982456,13.06875,0,0,0.00877192982456143,0.0562500000000004
"SO","granitictill",912,341,0.37390350877193,20,13.3519061583578,10,10,"price_1.5","price",1.5,10,0.361842105263158,13.3212121212121,0,0,0.0120614035087719,0.0306940371456506
"SO","mountaintill",912,354,0.388157894736842,21,13.6045197740113,10,10,"price_1.5","price",1.5,10,0.359649122807018,13.6707317073171,0,0,0.0285087719298245,-0.0662119333057731
"SO","richnhw",912,352,0.385964912280702,20,13.4914772727273,10,10,"price_1.5","price",1.5,10,0.351973684210526,13.5015576323988,0,0,0.0339912280701754,-0.0100803596714805
"WO","clayplain",912,393,0.430921052631579,20,13.8066157760814,10,10,"price_1.5","price",1.5,10,0.425438596491228,13.7809278350515,0,0,0.00548245614035087,0.0256879410298794
"WO","granitictill",912,412,0.451754385964912,21,14.0485436893204,10,10,"price_1.5","price",1.5,10,0.444078947368421,14.0148148148148,0,0,0.00767543859649122,0.0337288745055737
"WO","mountaintill",912,410,0.449561403508772,21,14.0682926829268,10,10,"price_1.5","price",1.5,10,0.43859649122807,14.0725,0,0,0.0109649122807018,-0.00420731707317046
"WO","richnhw",912,410,0.449561403508772,20,14.0780487804878,10,10,"price_1.5","price",1.5,10,0.427631578947368,14,0,0,0.0219298245614035,0.0780487804878049
"WP","clayplain",912,21,0.0230263157894737,11,10.1428571428571,28,28,"price_1.5","price",1.5,28,0.0197368421052632,10.1666666666667,0,0,0.00328947368421053,-0.0238095238095237
"WP","granitictill",912,15,0.0164473684210526,11,10.4,28,28,"price_1.5","price",1.5,28,0.00328947368421053,10,0,0,0.0131578947368421,0.4
"WP","mountaintill",912,18,0.0197368421052632,12,10.6666666666667,28,28,"price_1.5","price",1.5,0,0,NA,28,NA,0.0197368421052632,NA
"WP","richnhw",912,9,0.00986842105263158,11,10.3333333333333,28,28,"price_1.5","price",1.5,0,0,NA,28,NA,0.00986842105263158,NA
"YB","clayplain",342,234,0.684210526315789,24,16.0598290598291,10,10,"price_1.5","price",1.5,10,0.684210526315789,16.0598290598291,0,0,0,0
"YB","granitictill",342,181,0.529239766081871,21,14.646408839779,10,10,"price_1.5","price",1.5,10,0.526315789473684,14.6388888888889,0,0,0.00292397660818722,0.00751995089011537
"YB","mountaintill",342,183,0.535087719298246,21,14.7322404371585,10,10,"price_1.5","price",1.5,10,0.532163742690059,14.7252747252747,0,0,0.00292397660818711,0.00696571188374584
"YB","richnhw",342,246,0.719298245614035,25,16.3943089430894,10,10,"price_1.5","price",1.5,10,0.713450292397661,16.3401639344262,0,0,0.00584795321637432,0.0541450086632018
"BM","clayplain",912,243,0.266447368421053,17,12.3004115226337,10,10,"price_2","price",2,10,0.256578947368421,12.3034188034188,0,0,0.00986842105263158,-0.00300728078505941
"BM","granitictill",912,242,0.265350877192982,18,12.4214876033058,10,10,"price_2","price",2,10,0.235745614035088,12.4511627906977,0,0,0.0296052631578947,-0.0296751873918897
"BM","mountaintill",912,259,0.283991228070175,18,12.6370656370656,10,10,"price_2","price",2,10,0.25219298245614,12.6608695652174,0,0,0.0317982456140351,-0.0238039281517537
"BM","richnhw",912,261,0.286184210526316,18,12.7164750957854,10,10,"price_2","price",2,10,0.239035087719298,12.8256880733945,0,0,0.0471491228070175,-0.109212977609054
"PB","clayplain",912,223,0.244517543859649,17,12.4843049327354,10,10,"price_2","price",2,10,0.200657894736842,12.5464480874317,0,0,0.043859649122807,-0.0621431546962672
"PB","granitictill",912,228,0.25,19,12.8421052631579,10,10,"price_2","price",2,11,0.191885964912281,13.0342857142857,-1,-9.09090909090909,0.0581140350877193,-0.192180451127818
"PB","mountaintill",912,218,0.239035087719298,19,13.1605504587156,10,10,"price_2","price",2,28,0.161184210526316,13.5646258503401,-18,-64.2857142857143,0.0778508771929824,-0.40407539162454
"PB","richnhw",912,223,0.244517543859649,18,13.0448430493274,10,10,"price_2","price",2,28,0.152412280701754,13.568345323741,-18,-64.2857142857143,0.0921052631578947,-0.523502274413651
"RM","clayplain",912,334,0.366228070175439,19,13.2365269461078,10,10,"price_2","price",2,10,0.341008771929825,13.1768488745981,0,0,0.025219298245614,0.0596780715097136
"RM","granitictill",912,333,0.365131578947368,19,13.3333333333333,10,10,"price_2","price",2,10,0.330043859649123,13.328903654485,0,0,0.0350877192982456,0.00442967884828427
"RM","mountaintill",912,349,0.382675438596491,20,13.6704871060172,10,10,"price_2","price",2,10,0.316885964912281,13.8304498269896,0,0,0.0657894736842105,-0.159962720972427
"RM","richnhw",912,353,0.387061403508772,20,13.657223796034,10,10,"price_2","price",2,10,0.308114035087719,13.7580071174377,0,0,0.0789473684210527,-0.100783321403728
"SO","clayplain",912,329,0.360745614035088,20,13.1276595744681,10,10,"price_2","price",2,10,0.350877192982456,13.06875,0,0,0.00986842105263158,0.0589095744680854
"SO","granitictill",912,346,0.379385964912281,20,13.3872832369942,10,10,"price_2","price",2,10,0.361842105263158,13.3212121212121,0,0,0.0175438596491228,0.0660711157820995
"SO","mountaintill",912,361,0.395833333333333,21,13.6343490304709,10,10,"price_2","price",2,10,0.359649122807018,13.6707317073171,0,0,0.0361842105263158,-0.0363826768461575
"SO","richnhw",912,358,0.392543859649123,20,13.4664804469274,10,10,"price_2","price",2,10,0.351973684210526,13.5015576323988,0,0,0.0405701754385965,-0.0350771854713798
"WO","clayplain",912,396,0.434210526315789,20,13.8409090909091,10,10,"price_2","price",2,10,0.425438596491228,13.7809278350515,0,0,0.00877192982456143,0.0599812558575454
"WO","granitictill",912,415,0.455043859649123,21,14.0578313253012,10,10,"price_2","price",2,10,0.444078947368421,14.0148148148148,0,0,0.0109649122807017,0.0430165104863907
"WO","mountaintill",912,416,0.456140350877193,21,14.0913461538462,10,10,"price_2","price",2,10,0.43859649122807,14.0725,0,0,0.0175438596491228,0.0188461538461535
"WO","richnhw",912,419,0.459429824561404,21,14.109785202864,10,10,"price_2","price",2,10,0.427631578947368,14,0,0,0.0317982456140351,0.109785202863963
"WP","clayplain",912,21,0.0230263157894737,11,10.1428571428571,28,28,"price_2","price",2,28,0.0197368421052632,10.1666666666667,0,0,0.00328947368421053,-0.0238095238095237
"WP","granitictill",912,36,0.0394736842105263,12,10.8333333333333,28,28,"price_2","price",2,28,0.00328947368421053,10,0,0,0.0361842105263158,0.833333333333334
"WP","mountaintill",912,30,0.0328947368421053,12,10.7,28,28,"price_2","price",2,0,0,NA,28,NA,0.0328947368421053,NA
"WP","richnhw",912,21,0.0230263157894737,12,10.4285714285714,28,28,"price_2","price",2,0,0,NA,28,NA,0.0230263157894737,NA
"YB","clayplain",342,235,0.687134502923977,24,16.0851063829787,10,10,"price_2","price",2,10,0.684210526315789,16.0598290598291,0,0,0.00292397660818711,0.0252773231496626
"YB","granitictill",342,181,0.529239766081871,21,14.646408839779,10,10,"price_2","price",2,10,0.526315789473684,14.6388888888889,0,0,0.00292397660818722,0.00751995089011537
"YB","mountaintill",342,187,0.546783625730994,21,14.8181818181818,10,10,"price_2","price",2,10,0.532163742690059,14.7252747252747,0,0,0.0146198830409356,0.0929070929070939
"YB","richnhw",342,246,0.719298245614035,25,16.3943089430894,10,10,"price_2","price",2,10,0.713450292397661,16.3401639344262,0,0,0.00584795321637432,0.0541450086632018
